PAPitchNumber,ReleaseSpeed,GamePASeq,GameDate,Inning,TotalOutingPitches,PitchType,Pitcher
4,97.92684937,44,4/4/2025,6,26,FB,PitcherB
1,94.37757111,44,4/4/2025,6,26,FB,PitcherB
3,97.7411499,45,4/4/2025,6,26,FB,PitcherB
1,95.36305237,46,4/4/2025,6,26,SI,PitcherB
1,95.34645081,53,4/4/2025,7,26,SI,PitcherB
3,94.72899628,53,4/4/2025,7,26,SI,PitcherB
2,96.32498932,54,4/4/2025,7,26,FB,PitcherB
2,96.00022888,55,4/4/2025,7,26,SI,PitcherB
1,95.88204956,55,4/4/2025,7,26,SI,PitcherB
5,97.64389038,56,4/4/2025,7,26,FB,PitcherB
3,96.74966431,56,4/4/2025,7,26,FB,PitcherB
1,91.64231873,1,4/5/2025,1,40,FB,PitcherA
2,93.10669708,2,4/5/2025,1,40,FB,PitcherA
1,92.21838379,2,4/5/2025,1,40,FB,PitcherA
5,94.12961578,3,4/5/2025,1,40,FB,PitcherA
2,92.63175201,3,4/5/2025,1,40,FB,PitcherA
1,93.79798889,3,4/5/2025,1,40,FB,PitcherA
3,92.29724121,3,4/5/2025,1,40,FB,PitcherA
4,94.19284821,3,4/5/2025,1,40,FB,PitcherA
3,92.32219696,8,4/5/2025,2,40,FB,PitcherA
1,91.21096039,8,4/5/2025,2,40,FB,PitcherA
5,92.25204468,8,4/5/2025,2,40,FB,PitcherA
6,93.31310272,9,4/5/2025,2,40,FB,PitcherA
2,91.87796021,9,4/5/2025,2,40,FB,PitcherA
3,92.71691895,9,4/5/2025,2,40,FB,PitcherA
4,93.49503326,9,4/5/2025,2,40,FB,PitcherA
1,91.43252563,9,4/5/2025,2,40,FB,PitcherA
1,92.47940063,10,4/5/2025,2,40,FB,PitcherA
4,92.0749588,10,4/5/2025,2,40,FB,PitcherA
6,92.56197357,10,4/5/2025,2,40,FB,PitcherA
3,92.3585434,10,4/5/2025,2,40,FB,PitcherA
1,91.58605194,14,4/5/2025,3,40,FB,PitcherA
3,92.1408844,14,4/5/2025,3,40,FB,PitcherA
2,90.78141022,14,4/5/2025,3,40,FB,PitcherA
2,92.20238495,16,4/5/2025,3,40,FB,PitcherA
1,91.94248199,16,4/5/2025,3,40,FB,PitcherA
4,91.62171936,16,4/5/2025,3,40,FB,PitcherA
3,91.98088837,16,4/5/2025,3,40,FB,PitcherA
3,95.48654175,39,4/8/2025,5,37,FB,PitcherB
2,93.82639313,39,4/8/2025,5,37,SI,PitcherB
1,93.87872314,39,4/8/2025,5,37,SI,PitcherB
4,94.70566559,39,4/8/2025,5,37,FB,PitcherB
5,95.26612854,40,4/8/2025,5,37,FB,PitcherB
2,94.19519043,40,4/8/2025,5,37,FB,PitcherB
4,94.01764679,40,4/8/2025,5,37,FB,PitcherB
1,94.21892548,40,4/8/2025,5,37,FB,PitcherB
4,96.48551178,41,4/8/2025,5,37,FB,PitcherB
2,95.44670868,41,4/8/2025,5,37,FB,PitcherB
1,94.75165558,41,4/8/2025,5,37,SI,PitcherB
6,95.29586792,41,4/8/2025,5,37,SI,PitcherB
1,93.1919632,52,4/8/2025,6,37,SI,PitcherB
2,94.23867798,53,4/8/2025,6,37,FB,PitcherB
4,93.5848465,53,4/8/2025,6,37,FB,PitcherB
2,91.96665955,54,4/8/2025,6,37,SI,PitcherB
1,93.44002533,54,4/8/2025,6,37,FB,PitcherB
5,93.12978363,54,4/8/2025,6,37,FB,PitcherB
2,94.97518921,55,4/8/2025,6,37,FB,PitcherB
3,94.7866745,56,4/8/2025,6,37,FB,PitcherB
3,93.14196777,36,4/11/2025,5,46,FB,PitcherA
1,93.02217865,36,4/11/2025,5,46,FB,PitcherA
2,92.95381165,36,4/11/2025,5,46,FB,PitcherA
4,92.37354279,37,4/11/2025,5,46,FB,PitcherA
1,93.52605438,37,4/11/2025,5,46,FB,PitcherA
1,92.7780838,38,4/11/2025,5,46,FB,PitcherA
4,93.30413055,39,4/11/2025,5,46,FB,PitcherA
2,92.14754486,39,4/11/2025,5,46,FB,PitcherA
2,92.1502533,40,4/11/2025,5,46,FB,PitcherA
3,92.42357635,44,4/11/2025,6,46,FB,PitcherA
1,92.25902557,44,4/11/2025,6,46,FB,PitcherA
1,92.77816772,45,4/11/2025,6,46,FB,PitcherA
2,92.23286438,45,4/11/2025,6,46,FB,PitcherA
2,92.11704254,46,4/11/2025,6,46,FB,PitcherA
3,91.39097595,46,4/11/2025,6,46,FB,PitcherA
2,92.64822388,47,4/11/2025,6,46,FB,PitcherA
3,92.3059082,47,4/11/2025,6,46,FB,PitcherA
4,90.36042023,47,4/11/2025,6,46,FB,PitcherA
2,89.62438202,48,4/11/2025,6,46,FB,PitcherA
4,91.7922287,48,4/11/2025,6,46,FB,PitcherA
5,92.02476501,57,4/11/2025,7,46,FB,PitcherA
1,90.87278748,57,4/11/2025,7,46,FB,PitcherA
3,91.16500092,57,4/11/2025,7,46,FB,PitcherA
3,91.0849762,58,4/11/2025,7,46,FB,PitcherA
6,96.27976227,26,4/12/2025,4,42,FB,PitcherB
1,94.68856049,26,4/12/2025,4,42,SI,PitcherB
2,94.70980835,26,4/12/2025,4,42,SI,PitcherB
3,95.49932861,26,4/12/2025,4,42,FB,PitcherB
6,97.28279877,28,4/12/2025,4,42,FB,PitcherB
4,94.88703156,28,4/12/2025,4,42,SI,PitcherB
3,94.62726593,28,4/12/2025,4,42,SI,PitcherB
2,96.22816467,29,4/12/2025,4,42,FB,PitcherB
3,95.23674774,29,4/12/2025,4,42,FB,PitcherB
4,95.07833099,30,4/12/2025,4,42,FB,PitcherB
1,94.85141754,30,4/12/2025,4,42,SI,PitcherB
2,96.01665497,32,4/12/2025,4,42,FB,PitcherB
2,94.31103516,39,4/12/2025,5,42,FB,PitcherB
1,92.83647156,39,4/12/2025,5,42,FB,PitcherB
4,96.18421173,39,4/12/2025,5,42,FB,PitcherB
2,94.45986938,40,4/12/2025,5,42,FB,PitcherB
4,94.68024445,40,4/12/2025,5,42,FB,PitcherB
1,95.26438141,65,4/16/2025,9,16,FB,PitcherB
5,96.64263916,65,4/16/2025,9,16,FB,PitcherB
6,96.82993317,65,4/16/2025,9,16,FB,PitcherB
2,94.57095337,65,4/16/2025,9,16,FB,PitcherB
3,96.59798431,66,4/16/2025,9,16,FB,PitcherB
6,95.76548004,66,4/16/2025,9,16,FB,PitcherB
1,97.50034332,66,4/16/2025,9,16,FB,PitcherB
3,95.76425934,67,4/16/2025,9,16,FB,PitcherB
4,93.22058105,1,4/17/2025,1,56,FB,PitcherA
1,93.74940491,1,4/17/2025,1,56,FB,PitcherA
6,94.19098663,1,4/17/2025,1,56,FB,PitcherA
3,94.24427032,2,4/17/2025,1,56,FB,PitcherA
2,93.91511536,2,4/17/2025,1,56,FB,PitcherA
3,93.46975708,3,4/17/2025,1,56,FB,PitcherA
4,93.68653107,3,4/17/2025,1,56,FB,PitcherA
2,94.31845856,3,4/17/2025,1,56,FB,PitcherA
5,94.72690582,3,4/17/2025,1,56,FB,PitcherA
3,93.11154938,7,4/17/2025,2,56,FB,PitcherA
2,92.87824249,7,4/17/2025,2,56,FB,PitcherA
1,93.44031525,7,4/17/2025,2,56,FB,PitcherA
2,93.93371582,8,4/17/2025,2,56,FB,PitcherA
4,92.91559601,8,4/17/2025,2,56,FB,PitcherA
3,93.72658539,8,4/17/2025,2,56,FB,PitcherA
3,90.77536011,9,4/17/2025,2,56,FB,PitcherA
6,92.38329315,9,4/17/2025,2,56,FB,PitcherA
3,91.48406219,10,4/17/2025,2,56,FB,PitcherA
2,91.27439117,10,4/17/2025,2,56,FB,PitcherA
1,93.13482666,10,4/17/2025,2,56,FB,PitcherA
1,91.39265442,16,4/17/2025,3,56,FB,PitcherA
2,92.36676788,16,4/17/2025,3,56,FB,PitcherA
4,92.85565186,17,4/17/2025,3,56,FB,PitcherA
3,92.96724701,17,4/17/2025,3,56,FB,PitcherA
1,92.51327515,18,4/17/2025,3,56,FB,PitcherA
2,92.12989044,18,4/17/2025,3,56,FB,PitcherA
1,92.34062195,22,4/17/2025,4,56,FB,PitcherA
4,91.556427,22,4/17/2025,4,56,FB,PitcherA
3,92.43677521,22,4/17/2025,4,56,FB,PitcherA
7,91.41481018,23,4/17/2025,4,56,FB,PitcherA
2,91.91949463,23,4/17/2025,4,56,FB,PitcherA
4,91.52999878,23,4/17/2025,4,56,FB,PitcherA
2,91.11998749,24,4/17/2025,4,56,FB,PitcherA
1,91.27675629,24,4/17/2025,4,56,FB,PitcherA
1,96.12484741,46,4/20/2025,7,30,FB,PitcherB
4,97.99450684,47,4/20/2025,7,30,FB,PitcherB
2,96.62852478,47,4/20/2025,7,30,FB,PitcherB
1,95.91619873,47,4/20/2025,7,30,FB,PitcherB
5,97.24653625,48,4/20/2025,7,30,FB,PitcherB
4,96.73986053,57,4/20/2025,8,30,FB,PitcherB
2,94.98749542,57,4/20/2025,8,30,FB,PitcherB
1,95.43112183,57,4/20/2025,8,30,FB,PitcherB
2,95.59197998,59,4/20/2025,8,30,FB,PitcherB
8,97.75691986,59,4/20/2025,8,30,FB,PitcherB
1,93.96131897,59,4/20/2025,8,30,FB,PitcherB
7,96.2963028,59,4/20/2025,8,30,FB,PitcherB
1,95.48467255,60,4/20/2025,8,30,FB,PitcherB
2,94.83058929,60,4/20/2025,8,30,FB,PitcherB
3,92.96515656,32,4/23/2025,4,58,FB,PitcherA
2,92.92823029,33,4/23/2025,4,58,FB,PitcherA
1,94.01096344,34,4/23/2025,4,58,FB,PitcherA
2,93.0158844,34,4/23/2025,4,58,FB,PitcherA
4,93.15859985,35,4/23/2025,4,58,FB,PitcherA
2,93.42740631,35,4/23/2025,4,58,FB,PitcherA
2,92.16184235,39,4/23/2025,5,58,FB,PitcherA
1,92.68924713,39,4/23/2025,5,58,FB,PitcherA
5,92.04677582,39,4/23/2025,5,58,FB,PitcherA
3,93.15155792,40,4/23/2025,5,58,FB,PitcherA
2,92.5040741,41,4/23/2025,5,58,FB,PitcherA
4,93.49951935,41,4/23/2025,5,58,FB,PitcherA
6,92.50650787,41,4/23/2025,5,58,FB,PitcherA
3,93.00917816,41,4/23/2025,5,58,FB,PitcherA
1,91.47116089,42,4/23/2025,5,58,FB,PitcherA
2,92.33011627,42,4/23/2025,5,58,FB,PitcherA
1,91.64056396,48,4/23/2025,6,58,FB,PitcherA
3,92.92771912,48,4/23/2025,6,58,FB,PitcherA
5,92.75918579,48,4/23/2025,6,58,FB,PitcherA
3,92.85494995,49,4/23/2025,6,58,FB,PitcherA
1,92.88838959,50,4/23/2025,6,58,FB,PitcherA
1,91.26156616,56,4/23/2025,7,58,FB,PitcherA
1,90.21232605,57,4/23/2025,7,58,FB,PitcherA
3,91.18228149,58,4/23/2025,7,58,FB,PitcherA
1,90.73711395,58,4/23/2025,7,58,FB,PitcherA
5,91.87317657,58,4/23/2025,7,58,FB,PitcherA
6,90.55480194,58,4/23/2025,7,58,FB,PitcherA
3,91.65750122,59,4/23/2025,7,58,FB,PitcherA
2,90.91642761,59,4/23/2025,7,58,FB,PitcherA
1,91.21665192,59,4/23/2025,7,58,FB,PitcherA
3,90.6858902,60,4/23/2025,7,58,FB,PitcherA
1,94.59192657,46,4/25/2025,6,31,SI,PitcherB
2,94.33703613,46,4/25/2025,6,31,SI,PitcherB
2,96.73782349,47,4/25/2025,6,31,FB,PitcherB
1,93.69078827,48,4/25/2025,6,31,SI,PitcherB
2,95.99272156,48,4/25/2025,6,31,SI,PitcherB
3,95.6410141,49,4/25/2025,6,31,SI,PitcherB
6,96.54271698,49,4/25/2025,6,31,FB,PitcherB
7,97.31188202,49,4/25/2025,6,31,FB,PitcherB
4,95.91078186,55,4/25/2025,7,31,FB,PitcherB
3,95.18862915,55,4/25/2025,7,31,FB,PitcherB
3,95.23503876,56,4/25/2025,7,31,FB,PitcherB
4,95.27113342,56,4/25/2025,7,31,FB,PitcherB
1,94.86590576,56,4/25/2025,7,31,FB,PitcherB
5,96.21257019,56,4/25/2025,7,31,FB,PitcherB
2,95.11096191,57,4/25/2025,7,31,FB,PitcherB
1,92.5477066,58,4/25/2025,7,31,SI,PitcherB
2,94.28302002,59,4/25/2025,7,31,SI,PitcherB
1,91.84054565,6,4/29/2025,1,64,FB,PitcherA
1,92.28549957,7,4/29/2025,1,64,FB,PitcherA
3,92.64537811,8,4/29/2025,1,64,FB,PitcherA
6,91.63031769,8,4/29/2025,1,64,FB,PitcherA
2,91.79223633,8,4/29/2025,1,64,FB,PitcherA
7,91.80335999,8,4/29/2025,1,64,FB,PitcherA
1,92.33244324,10,4/29/2025,1,64,FB,PitcherA
7,90.98422241,10,4/29/2025,1,64,FB,PitcherA
2,91.27916718,10,4/29/2025,1,64,FB,PitcherA
5,91.50771332,10,4/29/2025,1,64,FB,PitcherA
4,91.65454865,10,4/29/2025,1,64,FB,PitcherA
3,91.34197998,11,4/29/2025,1,64,FB,PitcherA
1,91.17641449,11,4/29/2025,1,64,FB,PitcherA
5,92.48479462,11,4/29/2025,1,64,FB,PitcherA
2,91.45146179,12,4/29/2025,1,64,FB,PitcherA
1,91.41989136,12,4/29/2025,1,64,FB,PitcherA
3,91.12562561,12,4/29/2025,1,64,FB,PitcherA
4,90.21756744,12,4/29/2025,1,64,FB,PitcherA
1,92.08037567,19,4/29/2025,2,64,FB,PitcherA
2,92.28990936,19,4/29/2025,2,64,FB,PitcherA
3,92.61081696,20,4/29/2025,2,64,FB,PitcherA
1,92.29980469,20,4/29/2025,2,64,FB,PitcherA
2,91.58584595,20,4/29/2025,2,64,FB,PitcherA
2,92.09933472,21,4/29/2025,2,64,FB,PitcherA
1,93.16986847,21,4/29/2025,2,64,FB,PitcherA
1,91.84844971,25,4/29/2025,3,64,FB,PitcherA
3,93.07292938,26,4/29/2025,3,64,FB,PitcherA
6,92.69393158,26,4/29/2025,3,64,FB,PitcherA
3,91.98960876,27,4/29/2025,3,64,FB,PitcherA
1,92.49999237,27,4/29/2025,3,64,FB,PitcherA
3,90.99429321,28,4/29/2025,3,64,FB,PitcherA
1,91.25889587,29,4/29/2025,3,64,FB,PitcherA
2,90.88874054,35,4/29/2025,4,64,FB,PitcherA
3,91.37115479,36,4/29/2025,4,64,FB,PitcherA
1,92.20542145,36,4/29/2025,4,64,FB,PitcherA
2,91.50056458,36,4/29/2025,4,64,FB,PitcherA
1,91.68602753,37,4/29/2025,4,64,FB,PitcherA
4,90.25467682,38,4/29/2025,4,64,FB,PitcherA
2,94.91175842,45,4/30/2025,6,22,FB,PitcherB
3,95.30264282,45,4/30/2025,6,22,FB,PitcherB
3,94.75715637,46,4/30/2025,6,22,SI,PitcherB
1,94.86331177,47,4/30/2025,6,22,FB,PitcherB
3,93.65975952,51,4/30/2025,7,22,SI,PitcherB
2,95.71704102,52,4/30/2025,7,22,FB,PitcherB
1,95.73640442,52,4/30/2025,7,22,FB,PitcherB
3,97.10463715,52,4/30/2025,7,22,FB,PitcherB
2,93.65866852,53,4/30/2025,7,22,SI,PitcherB
3,96.06066895,54,4/30/2025,7,22,FB,PitcherB
2,95.51192474,54,4/30/2025,7,22,FB,PitcherB
1,94.41426086,40,5/4/2025,5,47,FB,PitcherA
3,94.21661377,40,5/4/2025,5,47,FB,PitcherA
1,92.84577179,41,5/4/2025,5,47,FB,PitcherA
2,92.40687561,41,5/4/2025,5,47,FB,PitcherA
7,91.87772369,42,5/4/2025,5,47,FB,PitcherA
1,92.7527771,42,5/4/2025,5,47,FB,PitcherA
5,91.66101837,42,5/4/2025,5,47,FB,PitcherA
2,93.00117493,42,5/4/2025,5,47,FB,PitcherA
1,91.96126556,43,5/4/2025,5,47,FB,PitcherA
1,92.32835388,49,5/4/2025,6,47,FB,PitcherA
1,90.551651,50,5/4/2025,6,47,FB,PitcherA
2,91.23995209,50,5/4/2025,6,47,FB,PitcherA
6,92.30263519,50,5/4/2025,6,47,FB,PitcherA
3,91.65934753,50,5/4/2025,6,47,FB,PitcherA
7,91.96717834,50,5/4/2025,6,47,FB,PitcherA
1,91.67520905,51,5/4/2025,6,47,FB,PitcherA
3,91.81443787,52,5/4/2025,6,47,FB,PitcherA
6,91.25888062,52,5/4/2025,6,47,FB,PitcherA
4,91.96031952,52,5/4/2025,6,47,FB,PitcherA
5,92.1003952,52,5/4/2025,6,47,FB,PitcherA
5,91.24880981,53,5/4/2025,6,47,FB,PitcherA
6,91.98667908,53,5/4/2025,6,47,FB,PitcherA
4,91.62464142,53,5/4/2025,6,47,FB,PitcherA
6,91.60516357,55,5/4/2025,6,47,FB,PitcherA
4,91.38438416,55,5/4/2025,6,47,FB,PitcherA
1,90.74320984,55,5/4/2025,6,47,FB,PitcherA
5,96.74273682,40,5/6/2025,6,30,FB,PitcherB
4,95.4764328,40,5/6/2025,6,30,FB,PitcherB
1,95.89876556,41,5/6/2025,6,30,FB,PitcherB
4,94.58448792,41,5/6/2025,6,30,FB,PitcherB
7,97.2946167,42,5/6/2025,6,30,FB,PitcherB
6,97.16410065,42,5/6/2025,6,30,FB,PitcherB
5,96.99488068,43,5/6/2025,6,30,FB,PitcherB
1,94.85964966,43,5/6/2025,6,30,SI,PitcherB
1,92.93660736,48,5/6/2025,7,30,SI,PitcherB
1,93.39529419,49,5/6/2025,7,30,SI,PitcherB
1,93.69101715,50,5/6/2025,7,30,SI,PitcherB
2,96.67406464,1,5/9/2025,1,35,FB,PitcherB
4,96.87848663,1,5/9/2025,1,35,FB,PitcherB
1,96.65232086,1,5/9/2025,1,35,FB,PitcherB
1,94.84811401,2,5/9/2025,1,35,SI,PitcherB
3,95.38624573,3,5/9/2025,1,35,FB,PitcherB
1,95.14894867,3,5/9/2025,1,35,FB,PitcherB
5,95.56867981,4,5/9/2025,1,35,FB,PitcherB
1,93.98138428,4,5/9/2025,1,35,SI,PitcherB
4,97.09322357,4,5/9/2025,1,35,FB,PitcherB
2,96.34301758,5,5/9/2025,1,35,FB,PitcherB
1,95.95960999,5,5/9/2025,1,35,FB,PitcherB
3,97.44268799,5,5/9/2025,1,35,FB,PitcherB
3,96.51344299,10,5/9/2025,2,35,FB,PitcherB
1,94.79029846,10,5/9/2025,2,35,FB,PitcherB
1,96.44535065,11,5/9/2025,2,35,FB,PitcherB
1,94.42501831,12,5/9/2025,2,35,SI,PitcherB
2,96.21614075,12,5/9/2025,2,35,FB,PitcherB
3,96.38200378,13,5/9/2025,2,35,FB,PitcherB
2,93.0318985,13,5/9/2025,2,35,SI,PitcherB
1,93.87355804,1,5/10/2025,1,61,FB,PitcherA
5,94.23068237,2,5/10/2025,1,61,FB,PitcherA
2,93.77714539,2,5/10/2025,1,61,FB,PitcherA
1,93.8819809,2,5/10/2025,1,61,FB,PitcherA
3,93.95289612,2,5/10/2025,1,61,FB,PitcherA
1,91.6648941,3,5/10/2025,1,61,FB,PitcherA
2,92.25244141,3,5/10/2025,1,61,FB,PitcherA
5,92.97006989,3,5/10/2025,1,61,FB,PitcherA
1,93.55490112,4,5/10/2025,1,61,FB,PitcherA
1,92.01692963,5,5/10/2025,1,61,FB,PitcherA
5,92.42189026,11,5/10/2025,2,61,FB,PitcherA
6,91.61624146,11,5/10/2025,2,61,FB,PitcherA
3,91.2282486,11,5/10/2025,2,61,FB,PitcherA
2,93.08634186,11,5/10/2025,2,61,FB,PitcherA
1,92.74539948,11,5/10/2025,2,61,FB,PitcherA
8,91.17783356,11,5/10/2025,2,61,FB,PitcherA
7,92.01177979,11,5/10/2025,2,61,FB,PitcherA
2,92.16381073,12,5/10/2025,2,61,FB,PitcherA
4,92.18908691,12,5/10/2025,2,61,FB,PitcherA
1,92.46279907,13,5/10/2025,2,61,FB,PitcherA
3,94.2915802,14,5/10/2025,2,61,FB,PitcherA
5,92.44164276,14,5/10/2025,2,61,FB,PitcherA
1,91.89500427,14,5/10/2025,2,61,FB,PitcherA
2,91.12080383,15,5/10/2025,2,61,FB,PitcherA
1,91.60871887,20,5/10/2025,3,61,FB,PitcherA
1,91.27468109,22,5/10/2025,3,61,FB,PitcherA
3,93.20187378,29,5/10/2025,4,61,FB,PitcherA
1,92.31556702,30,5/10/2025,4,61,FB,PitcherA
3,95.75543976,41,5/13/2025,5,11,FB,PitcherB
1,94.09415436,47,5/13/2025,6,11,FB,PitcherB
1,92.79781342,48,5/13/2025,6,11,SI,PitcherB
1,94.77890015,32,5/16/2025,4,43,FB,PitcherA
4,94.44689941,32,5/16/2025,4,43,FB,PitcherA
2,94.48012543,32,5/16/2025,4,43,FB,PitcherA
5,94.32759094,32,5/16/2025,4,43,FB,PitcherA
3,92.18075562,33,5/16/2025,4,43,FB,PitcherA
1,92.40587616,33,5/16/2025,4,43,FB,PitcherA
1,92.90045929,38,5/16/2025,5,43,FB,PitcherA
3,94.86882782,39,5/16/2025,5,43,FB,PitcherA
2,93.02397919,39,5/16/2025,5,43,FB,PitcherA
1,94.76869202,39,5/16/2025,5,43,FB,PitcherA
3,94.02701569,45,5/16/2025,6,43,FB,PitcherA
1,92.89807892,45,5/16/2025,6,43,FB,PitcherA
1,92.85850525,53,5/16/2025,7,43,FB,PitcherA
5,92.9395752,54,5/16/2025,7,43,FB,PitcherA
1,92.91104126,55,5/16/2025,7,43,FB,PitcherA
2,94.19176483,34,5/17/2025,4,27,FB,PitcherB
3,93.03548431,34,5/17/2025,4,27,FB,PitcherB
1,93.09799957,35,5/17/2025,4,27,SI,PitcherB
4,94.71279144,37,5/17/2025,4,27,FB,PitcherB
2,94.5269165,37,5/17/2025,4,27,FB,PitcherB
1,94.70000458,41,5/17/2025,5,27,FB,PitcherB
2,95.27549744,42,5/17/2025,5,27,FB,PitcherB
4,93.98513794,42,5/17/2025,5,27,FB,PitcherB
4,93.78052521,43,5/17/2025,5,27,FB,PitcherB
1,92.68734741,43,5/17/2025,5,27,SI,PitcherB
2,93.5079422,43,5/17/2025,5,27,SI,PitcherB
2,95.80129242,44,5/17/2025,5,27,FB,PitcherB
1,95.19895172,44,5/17/2025,5,27,FB,PitcherB
1,95.65156555,57,5/20/2025,8,19,FB,PitcherB
4,95.88104248,59,5/20/2025,8,19,FB,PitcherB
1,94.9802475,59,5/20/2025,8,19,FB,PitcherB
2,95.83259583,59,5/20/2025,8,19,FB,PitcherB
3,96.04482269,59,5/20/2025,8,19,FB,PitcherB
1,94.19904327,65,5/20/2025,9,19,SI,PitcherB
1,95.05182648,66,5/20/2025,9,19,FB,PitcherB
2,94.20232391,66,5/20/2025,9,19,SI,PitcherB
1,93.99882507,67,5/20/2025,9,19,SI,PitcherB
4,96.18470001,67,5/20/2025,9,19,FB,PitcherB
8,92.42991638,1,5/22/2025,1,76,FB,PitcherA
1,93.71848297,1,5/22/2025,1,76,FB,PitcherA
4,92.64992523,1,5/22/2025,1,76,FB,PitcherA
2,93.6219101,1,5/22/2025,1,76,FB,PitcherA
1,92.31843567,2,5/22/2025,1,76,FB,PitcherA
2,92.38821411,2,5/22/2025,1,76,FB,PitcherA
3,93.12366486,3,5/22/2025,1,76,FB,PitcherA
5,92.8378067,3,5/22/2025,1,76,FB,PitcherA
2,92.67764282,4,5/22/2025,1,76,FB,PitcherA
5,91.59069824,4,5/22/2025,1,76,FB,PitcherA
4,93.08045959,4,5/22/2025,1,76,FB,PitcherA
1,92.06880951,5,5/22/2025,1,76,FB,PitcherA
5,92.01268768,5,5/22/2025,1,76,FB,PitcherA
1,91.7781601,11,5/22/2025,2,76,FB,PitcherA
2,91.35128784,11,5/22/2025,2,76,FB,PitcherA
5,92.37917328,11,5/22/2025,2,76,FB,PitcherA
1,92.10916901,12,5/22/2025,2,76,FB,PitcherA
7,91.9488678,12,5/22/2025,2,76,FB,PitcherA
5,93.31765747,12,5/22/2025,2,76,FB,PitcherA
5,90.73175812,13,5/22/2025,2,76,FB,PitcherA
3,90.90901184,13,5/22/2025,2,76,FB,PitcherA
1,91.15721893,13,5/22/2025,2,76,FB,PitcherA
1,90.57421112,14,5/22/2025,2,76,FB,PitcherA
1,90.32652283,20,5/22/2025,3,76,FB,PitcherA
6,92.15462494,21,5/22/2025,3,76,FB,PitcherA
3,91.27734375,21,5/22/2025,3,76,FB,PitcherA
3,90.49516296,22,5/22/2025,3,76,FB,PitcherA
2,89.61720276,22,5/22/2025,3,76,FB,PitcherA
4,91.00229645,22,5/22/2025,3,76,FB,PitcherA
1,90.06484222,23,5/22/2025,3,76,FB,PitcherA
4,91.90763855,24,5/22/2025,3,76,FB,PitcherA
2,90.70120239,24,5/22/2025,3,76,FB,PitcherA
1,90.93550873,33,5/22/2025,4,76,FB,PitcherA
7,91.62883759,33,5/22/2025,4,76,FB,PitcherA
4,91.48596191,33,5/22/2025,4,76,FB,PitcherA
6,91.46164703,33,5/22/2025,4,76,FB,PitcherA
1,91.44338226,34,5/22/2025,4,76,FB,PitcherA
3,92.48264313,35,5/22/2025,4,76,FB,PitcherA
2,91.92884064,35,5/22/2025,4,76,FB,PitcherA
4,92.38114929,35,5/22/2025,4,76,FB,PitcherA
